community_id,region,community_type,population,median_household_income_usd,poverty_rate_pct,unemployment_rate_pct,avg_monthly_energy_bill_usd,renewable_energy_adoption_pct,grid_reliability_score,distance_to_nearest_grid_km,solar_irradiance_kwh_m2,avg_household_size,pct_households_without_electricity,community_org_count,prior_energy_program_participation,internet_access_pct,education_index
COM-0001,Northeast,Suburban,40279,48099.22367609508,26.55524931155735,5.723064063684302,40.0,27.69281072790054,3.163238348397706,31.040622080280905,3.7374027110398287,2.1842130243708917,0.053968659252029885,3,1,43.68888372500263,0.6575814339546229
COM-0002,West,Rural,37761,89114.85247723592,4.529834048101539,3.403621199125156,163.09812319872043,37.678266337078725,6.440811634760468,24.68242228020556,3.508596054732987,3.0329649876755225,13.494199212767855,2,0,99.66259156214662,0.1046519868145146
COM-0003,Southwest,Rural,32381,16990.644726016937,19.012261235549776,1.3983868534134565,125.76474788649908,36.03595979685,6.2968778718886655,23.082592976781296,5.010490355302302,2.857013064123985,3.874008868959817,3,1,82.65188472060399,0.5230632009302512
COM-0004,West,Suburban,17558,62696.3597971333,23.5370283616575,3.180466368638405,116.6244748281687,13.318855319450964,6.676298260099242,0.2418972387786953,2.8663705545027556,3.7750052828259637,6.051365025150516,5,0,54.60424038160079,0.3752315484026477
COM-0005,West,Rural,24972,38550.629767195736,17.971726741593557,10.960365004025313,,15.793074773178947,2.429944033892692,0.7321973252564153,3.1653871219244514,4.531631409978793,2.944724261981968,4,1,84.69977062061247,0.5367671339786306
COM-0006,Midwest,Suburban,41846,45447.94685283611,28.042260712696766,3.758527448111895,177.2306338888306,5.984925667851671,3.5713832037609494,11.972253773321865,4.364139242850277,1.916004831896097,0.8671066596911061,4,0,88.9286241757096,0.8534723979411366
COM-0007,Southwest,Rural,35426,41453.853056385095,17.637670337841836,5.503381781108686,145.78652718110618,5.011821841477379,2.8871090019557086,77.84379806600303,5.324449310266366,2.9031136497779118,7.05681453743691,3,1,91.46634738359846,0.9727472879612754
COM-0008,Southwest,Suburban,35332,36909.16399922348,0.8347697456076036,5.866592380083118,106.30418502217458,38.78162864085007,5.864532444980577,6.285465176189659,5.54087944978712,2.901868114744882,1.4143039529362245,2,1,77.0656840509357,0.7531321491180031
COM-0009,Southwest,Rural,36521,35162.0048611349,19.75033515003674,2.305869144353846,172.59437137218376,47.05614180250948,5.149591202886547,6.332490297024511,6.434868746589071,2.790061351164736,5.6108398252881635,2,1,75.07784803766343,0.7668583152203979
COM-0010,West,Urban,24587,45954.10482687611,14.975455821310605,9.332369418836462,179.40762763718453,31.38457622670559,3.9726436383347505,2.1628709976721145,4.048093350218988,2.0406228003241487,5.839741476272553,1,0,55.233978990370986,0.5289360897393924
COM-0011,Northeast,Urban,13328,23793.91563993985,1.6666967381806446,3.1728310979786105,101.743470897751,56.96393910994967,8.074133279815898,16.828327519883924,4.346998417586034,2.1579617880502147,0.7885275480444542,2,0,95.96962521770178,0.09739994385827622
COM-0012,Southwest,Urban,31628,51006.950010261186,21.515756039691315,4.304332133471689,227.94980692108166,20.917726165248624,1.8457636996754452,15.605576190357073,3.2607893651784154,2.9682839283412834,1.3227850718013203,3,0,84.0006327526764,0.6670595463217278
COM-0013,West,Suburban,1901,37005.66714137695,15.179351981268889,9.78403807489412,129.97714241295606,19.997442027774873,9.77407019880078,1.6024642161869276,2.9954804016107723,2.1382549486849345,6.895477610192801,3,1,89.80027708212077,0.1477798717824721
COM-0014,Midwest,Rural,20143,28439.16793151571,33.14908617525965,6.28199913614138,163.19490197513596,27.17827680013713,2.0488967003378686,9.450115137641914,4.7742865035930295,2.9114903805169052,6.996987539584822,4,0,38.108455138668184,0.24566105657873039
COM-0015,Northeast,Suburban,15693,36599.84570405023,6.687928949892746,8.061463922191109,155.46117680862324,22.25732216389963,7.957637313115325,16.497566485865978,3.5689542006645087,2.6278351508180764,3.4268424677289495,0,1,89.21836455706766,0.7075825130701915
COM-0016,Midwest,Rural,27353,57085.79060235088,20.023999415284777,6.520475066024745,105.56994206413476,18.747516393358985,4.314071702447487,10.203942214266883,5.978855040020748,2.899160532184897,6.139343777161628,1,0,72.45128138968062,0.656992594118097
COM-0017,Northeast,Rural,45364,35575.97895580532,11.01175765837985,1.2919832611803928,114.19658940774114,19.17025394085912,8.78736006218625,16.82960702698051,2.7451371217591314,2.132689670695896,5.880607879941973,3,0,86.89733357554262,0.314325941589781
COM-0018,West,Rural,20807,46301.443418515446,25.92691664995582,1.72762871517468,,21.270509916428363,1.6675295390574585,25.414352302211057,5.083623846989636,2.9102284696341756,4.209205526282062,3,1,50.43699315709503,0.7720442359735712
COM-0019,Southeast,Suburban,37482,33228.52469141432,13.75858085221292,5.414658232021941,64.5478615460119,30.948386921725408,4.37249539173104,17.366620097256863,3.2931129134195647,2.1833331915663865,17.3427909282183,6,1,100.0,0.939315784442255
COM-0020,Northeast,Suburban,20111,51095.06219908343,33.010926528731126,8.070943189244364,158.73421466387208,7.133414396879154,4.018990658502126,14.36115389692608,3.5154618398735,2.9124869260598425,4.799273110299476,2,0,60.264118634968355,0.5452596211444001
COM-0021,Midwest,Suburban,44291,50226.09286548245,4.052260376079903,6.232761820064831,63.648884980559814,33.49436367026787,9.938413344029819,28.820191931156216,5.146934478302437,3.7375772857074097,3.875371098273226,3,1,92.73229061404805,0.6776866590170899
COM-0022,West,Rural,12450,64183.305999556935,15.561470605497583,4.286272403626018,130.51335804399596,29.40570135907356,9.86994095400663,34.62732240843853,3.6889434766705103,2.982688695011249,9.079183287255534,2,1,68.31537028649379,0.2717795844702683
COM-0023,Northeast,Rural,11204,39893.232654009415,19.899475948367677,8.019815791746284,106.49002200929046,2.9056350960729853,2.708235627997492,7.387087098175548,3.88105911897612,3.0253092676681397,5.26591684810628,5,0,100.0,0.9708070446426941
COM-0024,Southeast,Urban,43611,50023.85765709488,20.58458928296295,12.310918142925079,,22.60029762097339,6.66952264628505,2.853791869740812,3.5254099637381175,3.3720445622482833,7.452774727412655,3,0,77.35893148137204,0.27370491178578893
COM-0025,Southeast,Rural,12367,43176.81047446733,27.91316249150913,6.573641862171822,52.85393151056185,30.506970103884445,5.819674779198462,25.544728124447005,6.64203574993613,1.8175091588687158,13.91480214475489,2,1,100.0,0.8874090242488182
COM-0026,Southwest,Suburban,3245,57550.461382356174,16.18495365061006,2.4598922325231514,71.82301764967727,9.806772300592481,2.3893614211666487,3.607266345382698,3.7590164267039885,4.003245101606108,2.2548102975509288,1,1,70.73968008894639,0.9278691117987192
COM-0027,Southwest,Rural,4366,33374.01134869523,2.879963966576827,11.699871594641456,,30.394027056250877,2.5100173549398077,39.66571276396241,4.561862660919315,2.061087005171341,4.186965260968153,2,0,51.968625991049066,0.719628594603936
COM-0028,Midwest,Suburban,32745,50940.06375452737,8.010771019598469,2.205226371130107,148.1595373029039,40.72691397457835,9.903265556315992,0.34715559925877665,4.257703679662711,3.4157626981582556,4.709531081449844,10,1,77.33018543993009,0.8115874277207463
COM-0029,Northeast,Suburban,45224,39663.63244659982,4.918997999076926,0.7657836929573043,137.75593063478593,21.94382725974804,5.074569942588394,38.12619034652206,4.765700474069114,3.3228369910794258,3.599402922597366,4,1,,0.45785680779016036
COM-0030,Northeast,Rural,6318,41229.741874698026,35.988910646364296,3.079855753320722,166.75986976892176,31.58093386321076,2.1322116280006616,13.344111016987267,3.762315663640878,2.1684835469466677,1.3111613260543955,5,1,61.126131504116294,0.919546789450054
COM-0031,Southwest,Rural,49361,43101.029813380475,11.426357194989983,6.801643137086742,,5.731641950906079,2.9331103486532886,22.357640764097994,4.25901931855002,3.5062202957367337,6.251412131318709,3,0,94.37669284264787,0.7426462450391403
COM-0032,Northeast,Suburban,30616,45026.884757120126,10.508271677159994,9.409462504253877,129.37903579199678,36.1677902474244,3.4151326052369466,7.62474629341337,4.972742410792723,3.148468936489316,13.221306970650641,3,1,47.64427198053001,0.3267439915343533
COM-0033,Northeast,Suburban,15993,40605.2514825365,18.077350215694675,5.0875969858178305,92.49473708188057,20.65791562771387,5.598255369867574,71.90196860613443,3.46439143439641,4.12298505108158,5.365571341096418,2,0,100.0,0.03494516765544042
COM-0034,Southeast,Rural,28538,44576.55819804632,19.592902866183625,2.0931489006734494,122.18203817745945,42.63401382599667,4.019933165556784,3.8728476799148597,5.807185627953785,2.935365125938905,4.057975338864418,3,0,68.66971009308877,0.540783226356881
